,index,file_extension,title,author
868,1752,../data/gutenberg/George Alfred Henty___The Cornet of Horse.txt,The Cornet of Horse,George Alfred Henty
869,140,../data/gutenberg/R M Ballantyne___The Pioneers.txt,The Pioneers,R M Ballantyne
870,1097,"../data/gutenberg/Samuel Taylor Coleridge___Coleridge's Literary Remains, Volume 4.txt","Coleridge's Literary Remains, Volume 4",Samuel Taylor Coleridge
871,1029,../data/gutenberg/William Butler Yeats___The Cutting of an Agate.txt,The Cutting of an Agate,William Butler Yeats
872,1082,../data/gutenberg/James Russell Lowell___The Function Of The Poet And Other Essays.txt,The Function Of The Poet And Other Essays,James Russell Lowell
873,2300,"../data/gutenberg/William Wymark Jacobs___Odd Man Out, Sailor's Knots, Part 6.txt","Odd Man Out, Sailor's Knots, Part 6",William Wymark Jacobs
874,1581,../data/gutenberg/Andrew Lang___Andrew Lang's Introduction to The Compleat Angler.txt,Andrew Lang's Introduction to The Compleat Angler,Andrew Lang
875,2906,../data/gutenberg/Hamlin Garland___Main-Travelled Roads.txt,Main-Travelled Roads,Hamlin Garland
876,583,"../data/gutenberg/Thomas Henry Huxley___American Addresses, with a Lecture on the Study of Biology.txt","American Addresses, with a Lecture on the Study of Biology",Thomas Henry Huxley
877,2965,../data/gutenberg/Thomas Hardy___The Woodlanders.txt,The Woodlanders,Thomas Hardy
878,1683,../data/gutenberg/Ambrose Bierce___Present at a Hanging and Other Ghost Stories.txt,Present at a Hanging and Other Ghost Stories,Ambrose Bierce
879,2170,../data/gutenberg/William Dean Howells___The Kentons.txt,The Kentons,William Dean Howells
880,1646,../data/gutenberg/Daniel Defoe___Military Memoirs of Capt. George Carleton.txt,Military Memoirs of Capt. George Carleton,Daniel Defoe
881,1119,../data/gutenberg/Herbert George Wells___The War of the Worlds.txt,The War of the Worlds,Herbert George Wells
882,102,"../data/gutenberg/Nathaniel Hawthorne___The Sister Years (From ""Twice Told Tales"").txt","The Sister Years (From ""Twice Told Tales"")",Nathaniel Hawthorne
883,1499,../data/gutenberg/Thornton Waldo Burgess___The Adventures of Buster Bear.txt,The Adventures of Buster Bear,Thornton Waldo Burgess
884,2453,../data/gutenberg/Henry James___The Marriages.txt,The Marriages,Henry James
885,2560,../data/gutenberg/Jacob Abbott___Nero.txt,Nero,Jacob Abbott
886,1884,"../data/gutenberg/William Somerset Maugham___Plays: Lady Frederick, The Explorer, A Man of Honor.txt","Plays: Lady Frederick, The Explorer, A Man of Honor",William Somerset Maugham
887,278,../data/gutenberg/Herbert George Wells___God The Invisible King.txt,God The Invisible King,Herbert George Wells
888,2791,"../data/gutenberg/Daniel Defoe___The Life, Adventures & Piracies of the Famous Captain Singleton.txt","The Life, Adventures & Piracies of the Famous Captain Singleton",Daniel Defoe
889,185,../data/gutenberg/Jacob Abbott___History of King Charles II of England.txt,History of King Charles II of England,Jacob Abbott
890,2740,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 11.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 11",Robert Louis Stevenson
891,1846,../data/gutenberg/Charles Darwin___The Autobiography of Charles Darwin.txt,The Autobiography of Charles Darwin,Charles Darwin
892,1193,../data/gutenberg/William Somerset Maugham___The Hero.txt,The Hero,William Somerset Maugham
893,1717,../data/gutenberg/Nathaniel Hawthorne___The House of the Seven Gables.txt,The House of the Seven Gables,Nathaniel Hawthorne
894,2880,../data/gutenberg/George Eliot___Impressions of Theophrastus Such.txt,Impressions of Theophrastus Such,George Eliot
895,724,"../data/gutenberg/Samuel Taylor Coleridge___Shakespeare, Ben Jonson, Beaumont and Fletcher.txt","Shakespeare, Ben Jonson, Beaumont and Fletcher",Samuel Taylor Coleridge
896,2823,../data/gutenberg/Andrew Lang___The Clyde Mystery.txt,The Clyde Mystery,Andrew Lang
897,19,"../data/gutenberg/George Alfred Henty___A Search For A Secret, a Novel, Volume 1.txt","A Search For A Secret, a Novel, Volume 1",George Alfred Henty
898,1150,../data/gutenberg/William Dean Howells___Roman Holidays and Others.txt,Roman Holidays and Others,William Dean Howells
899,468,../data/gutenberg/Jack London___Theft.txt,Theft,Jack London
900,2932,../data/gutenberg/John Milton___Minor Poems by Milton.txt,Minor Poems by Milton,John Milton
901,54,../data/gutenberg/Wilkie Collins___A Rogue's Life.txt,A Rogue's Life,Wilkie Collins
902,1213,../data/gutenberg/Frank Richard Stockton___John Gayther's Garden and the Stories Told Therein.txt,John Gayther's Garden and the Stories Told Therein,Frank Richard Stockton
903,2638,../data/gutenberg/Frank Richard Stockton___The Vizier of the Two-Horned Alexander.txt,The Vizier of the Two-Horned Alexander,Frank Richard Stockton
904,1088,../data/gutenberg/Alexander Pope___Essay on Man.txt,Essay on Man,Alexander Pope
905,2175,../data/gutenberg/Edward Stratemeyer___The Missing Tin Box.txt,The Missing Tin Box,Edward Stratemeyer
906,2419,../data/gutenberg/George Alfred Henty___Condemned as a Nihilist.txt,Condemned as a Nihilist,George Alfred Henty
907,2563,../data/gutenberg/Sir Arthur Conan Doyle___The Last Galley.txt,The Last Galley,Sir Arthur Conan Doyle
908,2616,../data/gutenberg/Edward Stratemeyer___The Rover Boys in the Air.txt,The Rover Boys in the Air,Edward Stratemeyer
909,1137,../data/gutenberg/Henry Rider Haggard___Ayesha.txt,Ayesha,Henry Rider Haggard
910,2128,../data/gutenberg/Lyman Frank Baum___Aunt Jane's Nieces.txt,Aunt Jane's Nieces,Lyman Frank Baum
911,750,"../data/gutenberg/Samuel Taylor Coleridge___Biographia Epistolaris, Volume 1.txt","Biographia Epistolaris, Volume 1",Samuel Taylor Coleridge
912,1625,../data/gutenberg/Beatrix Potter___The Tale of Johnny Town-Mouse.txt,The Tale of Johnny Town-Mouse,Beatrix Potter
913,1126,../data/gutenberg/Abraham Lincoln___Lincoln Letters.txt,Lincoln Letters,Abraham Lincoln
914,82,../data/gutenberg/William Dean Howells___Familiar Spanish Travels.txt,Familiar Spanish Travels,William Dean Howells
915,122,../data/gutenberg/George Bernard Shaw___The Perfect Wagnerite.txt,The Perfect Wagnerite,George Bernard Shaw
916,2990,../data/gutenberg/George Eliot___Tom and Maggie Tulliver.txt,Tom and Maggie Tulliver,George Eliot
917,2508,../data/gutenberg/Charles Kingsley___All Saints' Day and Other Sermons.txt,All Saints' Day and Other Sermons,Charles Kingsley
918,2912,../data/gutenberg/Frank Richard Stockton___Mrs. Cliff's Yacht.txt,Mrs. Cliff's Yacht,Frank Richard Stockton
919,2073,../data/gutenberg/John Ruskin___The Seven Lamps of Architecture.txt,The Seven Lamps of Architecture,John Ruskin
920,2843,"../data/gutenberg/John Ruskin___The Stones of Venice, Volume I (of 3).txt","The Stones of Venice, Volume I (of 3)",John Ruskin
921,1593,../data/gutenberg/Harold Bindloss___Hawtrey's Deputy.txt,Hawtrey's Deputy,Harold Bindloss
922,1639,../data/gutenberg/Edward Stratemeyer___Young Auctioneers.txt,Young Auctioneers,Edward Stratemeyer
923,2970,../data/gutenberg/Sir Walter Scott___Redgauntlet.txt,Redgauntlet,Sir Walter Scott
924,1372,../data/gutenberg/John Keats___Endymion.txt,Endymion,John Keats
925,1603,"../data/gutenberg/George Alfred Henty___Dorothy's Double, Volume 2.txt","Dorothy's Double, Volume 2",George Alfred Henty
926,689,"../data/gutenberg/Abraham Lincoln___The Writings of Abraham Lincoln, Volume 4.txt","The Writings of Abraham Lincoln, Volume 4",Abraham Lincoln
927,1146,../data/gutenberg/William Makepeace Thackeray___Notes on a Journey from Cornhill to Grand Cairo.txt,Notes on a Journey from Cornhill to Grand Cairo,William Makepeace Thackeray
928,1069,../data/gutenberg/Thomas Henry Huxley___On the Relations of Man to the Lower Animals.txt,On the Relations of Man to the Lower Animals,Thomas Henry Huxley
929,214,../data/gutenberg/Walter de la Mare___Down-Adown-Derry.txt,Down-Adown-Derry,Walter de la Mare
930,2331,../data/gutenberg/Edgar Allan Poe___The Works of Edgar Allan Poe Volume 3.txt,The Works of Edgar Allan Poe Volume 3,Edgar Allan Poe
931,3026,../data/gutenberg/George Alfred Henty___Wulf the Saxon.txt,Wulf the Saxon,George Alfred Henty
932,1881,../data/gutenberg/Jacob Abbott___Cyrus the Great.txt,Cyrus the Great,Jacob Abbott
933,2519,../data/gutenberg/R M Ballantyne___The Giant of the North.txt,The Giant of the North,R M Ballantyne
934,1733,../data/gutenberg/Henry James___The Sacred Fount.txt,The Sacred Fount,Henry James
935,2615,../data/gutenberg/William Henry Hudson___A Crystal Age.txt,A Crystal Age,William Henry Hudson
936,1322,"../data/gutenberg/Daniel Defoe___Tour through the Eastern Counties of England, 1722.txt","Tour through the Eastern Counties of England, 1722",Daniel Defoe
937,1076,../data/gutenberg/George Alfred Henty___A Knight of the White Cross.txt,A Knight of the White Cross,George Alfred Henty
938,796,../data/gutenberg/Joseph Conrad___Within the Tides.txt,Within the Tides,Joseph Conrad
939,2590,../data/gutenberg/Frank Richard Stockton___Rudder Grange.txt,Rudder Grange,Frank Richard Stockton
940,2613,../data/gutenberg/George Bernard Shaw___Cashel Byron's Profession.txt,Cashel Byron's Profession,George Bernard Shaw
941,1912,../data/gutenberg/Jack London___The Sea-Wolf.txt,The Sea-Wolf,Jack London
942,1528,../data/gutenberg/Andrew Lang___Tales of Troy and Greece.txt,Tales of Troy and Greece,Andrew Lang
943,315,../data/gutenberg/Philip Kindred Dick___Beyond Lies the Wub.txt,Beyond Lies the Wub,Philip Kindred Dick
944,3002,../data/gutenberg/William Butler Yeats___The Hour Glass.txt,The Hour Glass,William Butler Yeats
945,159,../data/gutenberg/Edward Phillips Oppenheim___The Devil's Paw.txt,The Devil's Paw,Edward Phillips Oppenheim
946,293,../data/gutenberg/Rudyard Kipling___Sea Warfare.txt,Sea Warfare,Rudyard Kipling
947,318,../data/gutenberg/Hamlin Garland___The Tyranny of the Dark.txt,The Tyranny of the Dark,Hamlin Garland
948,717,"../data/gutenberg/John Morley___Critical Miscellanies, Volume 3, Essay 10, Auguste Comte.txt","Critical Miscellanies, Volume 3, Essay 10, Auguste Comte",John Morley
949,2554,../data/gutenberg/Grant Allen___The British Barbarians.txt,The British Barbarians,Grant Allen
950,3030,../data/gutenberg/Mark Twain___1601.txt,1601,Mark Twain
951,190,../data/gutenberg/George Eliot___Romola.txt,Romola,George Eliot
952,598,../data/gutenberg/George Alfred Henty___Maori and Settler.txt,Maori and Settler,George Alfred Henty
953,978,../data/gutenberg/John Morley___Diderot and the Encyclopædists (Vol 1 of 2).txt,Diderot and the Encyclopædists (Vol 1 of 2),John Morley
954,1569,../data/gutenberg/Daniel Defoe___The Lay-Man's Sermon upon the Late Storm.txt,The Lay-Man's Sermon upon the Late Storm,Daniel Defoe
955,1742,../data/gutenberg/Nathaniel Hawthorne___The Three Golden Apples.txt,The Three Golden Apples,Nathaniel Hawthorne
956,2320,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 1.txt","History of Friedrich II of Prussia, Volume 1",Thomas Carlyle
957,2329,"../data/gutenberg/John Morley___Critical Miscellanies, Volume 3, Essay 1, On Popular Culture.txt","Critical Miscellanies, Volume 3, Essay 1, On Popular Culture",John Morley
958,1754,../data/gutenberg/Sir Arthur Conan Doyle___Songs of Action.txt,Songs of Action,Sir Arthur Conan Doyle
959,2845,"../data/gutenberg/William Wymark Jacobs___Bill's Lapse, Odd Craft, Part 4.txt","Bill's Lapse, Odd Craft, Part 4",William Wymark Jacobs
960,1675,../data/gutenberg/Lord Byron___Don Juan.txt,Don Juan,Lord Byron
961,811,../data/gutenberg/Charles Dickens___The Seven Poor Travellers.txt,The Seven Poor Travellers,Charles Dickens
962,2230,../data/gutenberg/Edgar Allan Poe___The Masque of the Red Death.txt,The Masque of the Red Death,Edgar Allan Poe
963,534,../data/gutenberg/William Penn___A Brief Account of the Rise and Progress of the People Called Quakers.txt,A Brief Account of the Rise and Progress of the People Called Quakers,William Penn
964,2505,../data/gutenberg/Henry James___Hawthorne.txt,Hawthorne,Henry James
965,479,../data/gutenberg/John Morley___The Life of William Ewart Gladstone (Vol 2 of 3).txt,The Life of William Ewart Gladstone (Vol 2 of 3),John Morley
966,2917,../data/gutenberg/Charles Kingsley___Andromeda and Other Poems.txt,Andromeda and Other Poems,Charles Kingsley
967,2449,../data/gutenberg/William Henry Hudson___Afoot in England.txt,Afoot in England,William Henry Hudson
968,974,"../data/gutenberg/William Wymark Jacobs___Easy Money, Night Watches, Part 9.txt","Easy Money, Night Watches, Part 9",William Wymark Jacobs
969,2632,../data/gutenberg/Jack London___John Barleycorn.txt,John Barleycorn,Jack London
970,1295,../data/gutenberg/Anthony Trollope___John Bull on the Guadalquivir from Tales from all Countries.txt,John Bull on the Guadalquivir from Tales from all Countries,Anthony Trollope
971,726,../data/gutenberg/Nathaniel Hawthorne___The Man of Adamant.txt,The Man of Adamant,Nathaniel Hawthorne
972,1540,../data/gutenberg/Bret Harte___Salomy Jane.txt,Salomy Jane,Bret Harte
973,1421,../data/gutenberg/Howard Pyle___Stolen Treasure.txt,Stolen Treasure,Howard Pyle
974,2568,"../data/gutenberg/Bret Harte___Flip, A California Romance.txt","Flip, A California Romance",Bret Harte
975,1358,../data/gutenberg/William J Long___Secret of the Woods.txt,Secret of the Woods,William J Long
976,2254,../data/gutenberg/Washington Irving___Chronicle of the Conquest of Granada.txt,Chronicle of the Conquest of Granada,Washington Irving
977,1864,../data/gutenberg/Frank Richard Stockton___A Jolly Fellowship.txt,A Jolly Fellowship,Frank Richard Stockton
978,2544,../data/gutenberg/Edgar Rice Burroughs___The Gods of Mars.txt,The Gods of Mars,Edgar Rice Burroughs
979,2313,../data/gutenberg/Anthony Trollope___Doctor Thorne.txt,Doctor Thorne,Anthony Trollope
980,2730,../data/gutenberg/Charlotte Mary Yonge___Beechcroft at Rockstone.txt,Beechcroft at Rockstone,Charlotte Mary Yonge
981,2178,../data/gutenberg/Anthony Trollope___The Chateau of Prince Polignac.txt,The Chateau of Prince Polignac,Anthony Trollope
982,1008,"../data/gutenberg/Thomas Henry Huxley___Criticisms on ""The Origin of Species"".txt","Criticisms on ""The Origin of Species""",Thomas Henry Huxley
983,2640,../data/gutenberg/Stephen Leacock___Frenzied Fiction.txt,Frenzied Fiction,Stephen Leacock
984,1228,../data/gutenberg/Edward Phillips Oppenheim___The Master Mummer.txt,The Master Mummer,Edward Phillips Oppenheim
985,408,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 4.txt","History of Friedrich II of Prussia, Volume 4",Thomas Carlyle
986,434,../data/gutenberg/D H Lawrence___Sea and Sardinia.txt,Sea and Sardinia,D H Lawrence
987,2406,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 13.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 13",Robert Louis Stevenson
988,219,../data/gutenberg/D H Lawrence___The Lost Girl.txt,The Lost Girl,D H Lawrence
989,383,../data/gutenberg/Jack London___The Game.txt,The Game,Jack London
990,2622,../data/gutenberg/Philip Kindred Dick___The Crystal Crypt.txt,The Crystal Crypt,Philip Kindred Dick
991,272,../data/gutenberg/Bret Harte___From Sand Hill to Pine.txt,From Sand Hill to Pine,Bret Harte
992,88,../data/gutenberg/Edgar Rice Burroughs___Tarzan and the Jewels of Opar.txt,Tarzan and the Jewels of Opar,Edgar Rice Burroughs
993,1764,../data/gutenberg/Edward Stratemeyer___The Rover Boys on the River.txt,The Rover Boys on the River,Edward Stratemeyer
994,813,../data/gutenberg/Elizabeth Barrett Browning___The Letters of Elizabeth Barrett Browning (1 of 2).txt,The Letters of Elizabeth Barrett Browning (1 of 2),Elizabeth Barrett Browning
995,866,../data/gutenberg/Mary Shelley___Mathilda.txt,Mathilda,Mary Shelley
996,1824,../data/gutenberg/Grant Allen___Falling in Love.txt,Falling in Love,Grant Allen
997,2807,"../data/gutenberg/Edmund Burke___The Works of the Right Honourable Edmund Burke, Vol. 10 (of 12).txt","The Works of the Right Honourable Edmund Burke, Vol. 10 (of 12)",Edmund Burke
998,268,../data/gutenberg/Henry James___The Middle Years.txt,The Middle Years,Henry James
999,481,"../data/gutenberg/William Wymark Jacobs___Dirty Work, Deep Waters, Part 11.txt","Dirty Work, Deep Waters, Part 11",William Wymark Jacobs
1000,1567,../data/gutenberg/Jerome Klapka Jerome___Dreams.txt,Dreams,Jerome Klapka Jerome
1001,561,../data/gutenberg/George Alfred Henty___The Tiger of Mysore.txt,The Tiger of Mysore,George Alfred Henty
1002,2061,../data/gutenberg/Sir Walter Scott___Kenilworth.txt,Kenilworth,Sir Walter Scott
1003,205,../data/gutenberg/Bret Harte___In the Carquinez Woods.txt,In the Carquinez Woods,Bret Harte
1004,2443,../data/gutenberg/Hamlin Garland___The Forester's Daughter.txt,The Forester's Daughter,Hamlin Garland
1005,1516,"../data/gutenberg/Nathaniel Hawthorne___The Vision of the Fountain (From ""Twice Told Tales"").txt","The Vision of the Fountain (From ""Twice Told Tales"")",Nathaniel Hawthorne
1006,2079,../data/gutenberg/Thomas Hardy___The Dynasts.txt,The Dynasts,Thomas Hardy
1007,1428,../data/gutenberg/Walt Whitman___The Patriotic Poems of Walt Whitman.txt,The Patriotic Poems of Walt Whitman,Walt Whitman
1008,1382,../data/gutenberg/Sir Winston Churchill___The Story of the Malakand Field Force.txt,The Story of the Malakand Field Force,Sir Winston Churchill
